"V1" "V2"
0.834166666666667 4.16666666666667
1.66733333333333 4.16666666666667
2.5005 4.16666666666667
3.33366666666667 4.16666666666667
4.16683333333333 4.16666666666667
0.834166666666667 7.33333333333333
1.66733333333333 7.33333333333333
2.5005 7.33333333333333
3.33366666666667 7.33333333333333
4.16683333333333 7.33333333333333
0.834166666666667 10.5
1.66733333333333 10.5
2.5005 10.5
3.33366666666667 10.5
4.16683333333333 10.5
0.834166666666667 13.6666666666667
1.66733333333333 13.6666666666667
2.5005 13.6666666666667
3.33366666666667 13.6666666666667
4.16683333333333 13.6666666666667
0.834166666666667 16.8333333333333
1.66733333333333 16.8333333333333
2.5005 16.8333333333333
3.33366666666667 16.8333333333333
4.16683333333333 16.8333333333333
